ID товара,Наименование товара,Ссылка на товар,Регулярная цена,Старая цена
1063269,"ALLEVA Holistic Cухой корм для кошек, с курицей и уткой, алое вера и женьшенем, 1,5 кг",/product/alleva-holistic-korm-suhoj-dlya-koshek-s-kuritsej-i-utkoj-aloe-vera-i-zhenshenem-1-5kg-90089-1063269/,2 765 ₽,Нет старой цены
1063268,"ALLEVA Holistic Сухой корм для кошек, с ягненком и олениной, коноплей и женьшенем, 1,5 кг",/product/alleva-holistic-korm-suhoj-dlya-koshek-s-yagnenkom-i-oleninoj-konoplej-i-zhenshenem-1-5kg-90088-1063268/,2 765 ₽,Нет старой цены
1054138,"Purina ONE Housecat сухой корм для взрослых кошек при домашнем образе жизни с индейкой и цельными злаками, 1,5 кг",/product/purina-one-housecat-suhoj-korm-dlya-vzroslyh-koshek-pri-domashnem-obraze-zhizni-s-indejkoj-i-tselnymi-zlakami-1-5-kg-864-1054138/,1 079 ₽,Нет старой цены
1054905,"Felix Влажный корм (пауч) для взрослых кошек Двойная вкуснятина, с ягненком и курицей в желе, 75 гр.",/product/felix-dvojnaya-vkusnyatina-korm-vlazhnyj-dlya-koshek-yagnenok-i-kuritsa-75g-89002-1054905/,30 ₽,33 ₽
1058846,"Mealfeel Влажный корм (консервы) для кошек, мусс из курицы с топпингом из тыквы, 85 гр.",/product/mealfeel-konservy-dlya-koshek-muss-iz-kuritsy-s-toppingom-iz-tykvy-85g-83255-1058846/,179 ₽,Нет старой цены
1061118,"Royal Canin Satiety Weight Management Сухой корм для снижения веса у кошек, 400 гр.",/product/royal-canin-korm-suhoj-dlya-koshek-setaeti-vejt-menedzhment-0-4-kg-86565-1061118/,917 ₽,Нет старой цены
1051384,"Brit Premium Cat Adult Chicken сухой корм для взрослых кошек с курицей, 400г",/product/brit-premium-cat-adult-chicken-suhoj-korm-dlya-vzroslyh-koshek-s-kuritsej-400g-931-1051384/,329 ₽,Нет старой цены
1061696,"Royal Canin Kitten Maine Coon Влажный корм для котят породы Мейн Кун, 85 гр.",/product/royal-canin-korm-vlazhnyj-85g-dlya-kotyat-mejn-kun-sous-87617-1061696/,85 ₽,99 ₽
1054898,"Felix Влажный корм (пауч) для взрослых кошек Аппетитные кусочки, с курицей и томатами в желе, 75 гр.",/product/felix-appetitnye-kusochki-korm-vlazhnyj-dlya-koshek-s-kuritsej-i-tomatom-75g-88998-1054898/,30 ₽,33 ₽
1058022,"ProPlan Корм влажный (мультипак) для стерилизованных кошек в соусе: говядина, утка, курица, океаническая рыба, 40х85 гр.",/product/proplan-korm-vlazhnyj-multipak-dlya-sterilizovannyh-koshek-v-souse-govyadina-utka-kuritsa-okeanicheskaya-ryba-40h85-gr-611-1058022/,3 225 ₽,Нет старой цены
1031517,"Felix Влажный корм (пауч) для взрослых кошек, с говядиной в соусе, 48 гр.",/product/felix-sup-vlazhnyj-korm-dlya-vzroslyh-koshek-s-govyadinoj-v-souse-48-g-651-1031517/,26 ₽,Нет старой цены
1048572,"ProPlan Nature Elements Сухой корм для взрослых стерилизованных кошек и кастрированных котов, с курицей, 1,4 кг",/product/proplan-nature-elements-suhoj-korm-dlya-vzroslyh-koshek-dlya-sterilizovannyh-s-kuritsej-1-4-kg-994-1048572/,2 069 ₽,Нет старой цены
1054147,"Purina ONE Влажный корм (пауч) для взрослых кошек с чувствительным пищеварением, с курицей и морковью, 75 гр.",/product/purina-one-sensitive-vlazhnyj-korm-dlya-vzroslyh-koshek-pri-chuvstvitelnom-pishchevarenii-s-kuritsej-i-morkovyu-v-souse-75-g-384-1054147/,46 ₽,Нет старой цены
1003601,"ProPlan Healthy Start Сухой корм для котят, с высоким содержанием курицы, 1,5 кг",/product/proplan-original-suhoj-korm-dlya-kotyat-s-kuritsej-1-5-kg-19-1003601/,1 899 ₽,Нет старой цены
1049807,"Perfect Fit Влажный корм (пауч) для кошек с чувствительным пищеварением, с индейкой в соусе, 75 гр.",/product/perfect-fit-vlazhnyj-korm-dlya-koshek-s-chuvstvitelnym-pishchevareniem-s-indejkoj-v-souse-75-g-45512-1049807/,43 ₽,Нет старой цены
1063273,"ALLEVA Equilibrium Cухой корм для кошек, с рыбой, 1,5 кг",/product/alleva-equilibrium-korm-suhoj-dlya-koshek-sensitiv-s-ryboj-1-5kg-90093-1063273/,2 455 ₽,Нет старой цены
1049994,"Gourmet Влажный корм (пауч) для взрослых кошек Перл Мясной Дуэт, с языком и телятиной в соусе, 75 гр.",/product/gourmet-perl-myasnoj-duet-vlazhnyj-korm-dlya-vzroslyh-koshek-so-vkusom-yazyka-itelyatiny-nezhnoe-file-v-souse-75-g-511-1049994/,32 ₽,42 ₽
1053760,"Sirius Корм сухой для взрослых кошек, с лососем и рисом, 400 гр.",/product/sirius-korm-suhoj-dlya-vzroslyh-koshek-s-lososem-i-risom-400-gr-1246-1053760/,349 ₽,Нет старой цены
1052568,"Gourmet Влажный корм (пауч) для взрослых кошек Перл Нежное филе, с уткой в соусе, 75 гр.",/product/gourmet-korm-vlazhnyj-dlya-koshek-kusochki-utki-v-souse-75-g-513-1052568/,32 ₽,42 ₽
1054018,"UNICA Adult In-home Luxury Hairball сухой корм для домашних кошек с курицей, 300 гр",/product/unica-adult-in-home-luxury-hairball-suhoj-korm-dlya-domashnih-koshek-s-kuritsej-300-gr-1253-1054018/,399 ₽,Нет старой цены
1043392,"Felix Sensations Влажный корм (пауч) для взрослых кошек Супервкус, с говядиной и сыром в желе, 75 гр.",/product/felix-sensations-supervkus-vlazhnyj-korm-dlya-vzroslyh-koshek-s-govyadinoj-i-syrom-v-zhele-75-g-656-1043392/,30 ₽,33 ₽
1051252,"Wellkiss Delice Влажный корм (консервы) для кошек, индейка и телятина, 100 гр.",/product/wellkiss-delice-vlazhnyj-korm-konservy-dlya-koshek-indejka-i-telyatina-100-gr-464-1051252/,145 ₽,Нет старой цены
1020022,"Royal Canin Urinary Care Сухой корм при профилактике мочекаменной болезни для взрослых кошек, 400 гр.",/product/royal-canin-urinary-care-korm-dlya-vzroslyh-koshek-v-tselyah-profilaktiki-mochekamennoj-bolezni-400g-1031-1020022/,747 ₽,Нет старой цены
1049993,"Gourmet Влажный корм (пауч) для взрослых кошек Перл Мясной дуэт, с курицей и кроликом в соусе, 75 гр.",/product/gourmet-perl-myasnoj-duet-vlazhnyj-korm-dlya-vzroslyh-koshek-so-vkusom-kuritsy-ikrolika-nezhnoe-file-v-souse-75-g-510-1049993/,32 ₽,42 ₽
1051250,"Wellkiss Delice Влажный корм (консервы) для кошек, цыпленок и кролик, 100 гр.",/product/wellkiss-delice-vlazhnyj-korm-konservy-dlya-koshek-tsyplenok-i-krolik-100-gr-462-1051250/,145 ₽,Нет старой цены
1048576,"ProPlan Nature Elements Сухой корм для взрослых кошек с чувствительным пищеварением или особыми предпочтениями в еде, с индейкой, 200 гр.",/product/proplan-nature-elements-suhoj-korm-dlya-vzroslyh-koshek-dlya-zdorovya-kozhi-i-shersti-s-indejkoj-200-g-995-1048576/,317 ₽,Нет старой цены
1054900,"Felix Влажный корм (пауч) для взрослых кошек Аппетитные кусочки, с форелью в желе, 75 гр.",/product/felix-appetitnye-kusochki-korm-vlazhnyj-dlya-koshek-s-forelyu-75g-88993-1054900/,30 ₽,33 ₽
1058480,"Perfect Fit Immunity Сухой корм для кошек, с индейкой, спирулиной и клюквой, 580 гр.",/product/perfect-fit-immunity-korm-suhoj-dlya-koshek-indejka-spirulina-i-klyukva-580-gr-978-1058480/,445 ₽,Нет старой цены
1034197,"Royal Canin Urinary S/O Сухой корм для кошек при заболеваниях дистального отдела мочевыделительной системы, модератор калорий, 400 гр.",/product/royal-canin-urinary-s-o-korm-dlya-koshek-pri-zabolevaniyah-distalnogo-otdela-mochevydelitelnoj-sistemy-moderator-kalorij-400-g-3106-1034197/,859 ₽,Нет старой цены
1054142,"Purina ONE Sterilised Сухой корм для взрослых стерилизованных кошек и кастрированных котов, с говядиной и пшеницей, 3 кг",/product/purina-one-sterilised-suhoj-korm-dlya-vzroslyh-koshek-dlya-sterilizovannyh-s-govyadinoj-i-pshenitsej-3-kg-867-1054142/,1 999 ₽,Нет старой цены
1054888,"Felix Sensations Влажный корм (пауч) для взрослых кошек, с уткой в желе со шпинатом, 75 гр.",/product/felix-sensations-korm-vlazhnyj-dlya-koshek-utka-so-shpinatom-v-zhele-75g-664-1054888/,30 ₽,33 ₽
1054983,"Wellkiss Влажный корм (консервы) для кошек, цыпленок с говядиной, 100 гр.",/product/wellkiss-vlazhnyj-korm-konservy-dlya-koshek-tsyplenok-s-govyadinoj-100-gr-478-1054983/,135 ₽,Нет старой цены
1054899,"Felix Влажный корм (пауч) для взрослых кошек Аппетитные кусочки, с лососем в желе, 75 гр.",/product/felix-appetitnye-kusochki-korm-vlazhnyj-dlya-koshek-s-lososem-75g-88999-1054899/,30 ₽,33 ₽
1061166,"Мираторг Сухой корм для стерилизованных кошек, c кроликом, 10 кг",/product/miratorg-korm-suhoj-dlya-sterilizovannyh-koshek-c-krolikom-10kg-86618-1061166/,6 230 ₽,8 899 ₽
1049454,"Whiskas Влажный корм (пауч) для кошек, желе с курицей и индейкой, 75 гр.",/product/whiskas-vlazhnyj-korm-dlya-koshek-zhele-s-kuritsej-i-indejkoj-75-g-496-1049454/,27 ₽,33 ₽
1049448,"Whiskas Влажный корм (пауч) для кошек, желе с курицей, 75 гр.",/product/whiskas-vlazhnyj-korm-dlya-koshek-zhele-s-kuritsej-75-g-490-1049448/,27 ₽,33 ₽
1051251,"Wellkiss Delice Влажный корм (консервы) для кошек, говядина с льняным маслом, 100 гр.",/product/wellkiss-delice-vlazhnyj-korm-konservy-dlya-koshek-govyadina-s-lnyanym-maslom-100-gr-463-1051251/,145 ₽,Нет старой цены
1005152,"ProPlan Derma Care Сухой корм для здоровья шерсти и кожи взрослых кошек, с высоким содержанием лосося, 400 гр.",/product/proplan-elegant-suhoj-korm-dlya-vzroslyh-koshek-dlya-zdorovya-shersti-i-kozhi-s-lososem-400-g-981-1005152/,589 ₽,Нет старой цены
1026167,"ProPlan Delicate сухой корм для взрослых кошек при чувствительном пищеварении с ягненком, 400 г",/product/proplan-delicate-suhoj-korm-dlya-vzroslyh-koshek-pri-chuvstvitelnom-pishchevarenii-s-yagnenkom-400-g-984-1026167/,589 ₽,Нет старой цены
1054140,"Purina ONE Sterilised Сухой корм для взрослых стерилизованных кошек и кастрированных котов, с лососем и пшеницей, 1,5 кг",/product/purina-one-sterilised-suhoj-korm-dlya-vzroslyh-koshek-dlya-sterilizovannyh-s-lososem-i-pshenitsej-1-5-kg-866-1054140/,1 079 ₽,Нет старой цены
1058481,"Perfect Fit Immunity Сухой корм для кошек, с говядиной, семенами льна и голубикой, 5,5 кг",/product/perfect-fit-immunity-korm-suhoj-dlya-koshek-govyadina-semena-lna-i-golubika-5-5-kg-979-1058481/,3 355 ₽,Нет старой цены
1051247,"Wellkiss Delice Влажный корм (консервы) для кошек, нежное филе цыпленка со спаржей, 100 гр.",/product/wellkiss-delice-vlazhnyj-korm-konservy-dlya-koshek-nezhnoe-file-tsyplenka-so-sparzhej-100-gr-461-1051247/,145 ₽,Нет старой цены
1063274,"ALLEVA Equilibrium Сухой корм для кошек, с кроликом, 1,5 кг",/product/alleva-equilibrium-korm-suhoj-dlya-koshek-sensitiv-s-krolikom-1-5kg-90094-1063274/,2 455 ₽,Нет старой цены
1056726,"UNICA Adult Sterilized Lightness Сухой корм для стерилизованных кошек, с уткой, 300 гр.",/product/unica-adult-sterilized-lightness-suhoj-korm-dlya-sterilizovannyh-koshek-s-utkoj-300-gr-1256-1056726/,459 ₽,Нет старой цены
1052573,"Gourmet Влажный корм (пауч) для взрослых кошек Перл Нежное филе, с лососем в соусе, 75 гр.",/product/gourmet-korm-vlazhnyj-dlya-koshek-kusochki-lososya-v-souse-75-g-518-1052573/,32 ₽,42 ₽
1049462,"Whiskas Влажный корм (пауч) для кошек Мясная коллекция, кролик в желе, 75 гр.",/product/whiskas-vlazhnyj-korm-dlya-koshek-myasnaya-kollektsiya-krolik-v-zhele-75-g-504-1049462/,27 ₽,33 ₽
1049458,"Whiskas Влажный корм (пауч) для кошек Аппетитный микс, утка, печень в мясном соусе, 75 гр.",/product/whiskas-vlazhnyj-korm-dlya-koshek-appetitnyj-miks-iz-utki-pecheni-v-myasnom-souse-75-g-500-1049458/,27 ₽,33 ₽
1054886,"Felix Sensations Влажный корм (пауч) для взрослых кошек, с курицей в желе с морковью, 75 гр.",/product/felix-sensations-korm-vlazhnyj-dlya-koshek-kuritsa-s-morkovyu-v-zhele-75g-662-1054886/,30 ₽,33 ₽
1058017,"Purina ONE Сухой корм для взрослых домашних кошек, с индейкой и цельными злаками, 9,75 кг",/product/purina-one-korm-suhoj-dlya-vzroslyh-koshek-s-indejkoj-i-tselnymi-zlakami-9-75-kg-870-1058017/,6 187 ₽,Нет старой цены
1054903,"Felix Влажный корм (пауч) для взрослых кошек Двойная вкуснятина, с индейкой и печенью в желе, 75 гр.",/product/felix-dvojnaya-vkusnyatina-korm-vlazhnyj-dlya-koshek-indejka-i-pechen-75g-667-1054903/,30 ₽,33 ₽
1050748,"Ownat Classic Сухой корм для кошек Ежедневная забота, с курицей, 1.5 кг",/product/ownat-classic-suhoj-korm-dlya-koshek-ezhednevnaya-zabota-s-kuritsej-1-5-kg-1187-1050748/,1 199 ₽,Нет старой цены
1054892,"Felix Sensations Влажный корм (пауч) для взрослых кошек, с уткой в соусе с морковью, 75 гр.",/product/felix-sensations-korm-vlazhnyj-dlya-koshek-utka-s-morkovyu-v-souse-75g-89004-1054892/,30 ₽,33 ₽
1063271,"ALLEVA Equilibrium Сухой корм для взрослых кошек, с курицей, 1,5 кг",/product/alleva-equilibrium-korm-suhoj-dlya-koshek-s-kuritsej-1-5kg-90091-1063271/,2 455 ₽,Нет старой цены
1054891,"Felix Sensations Влажный корм (пауч) для взрослых кошек, с треской в соусе с томатами, 75 гр.",/product/felix-sensations-korm-vlazhnyj-dlya-koshek-treska-s-tomatami-v-souse-75g-89005-1054891/,30 ₽,33 ₽
1000001,"ProPlan Sterilised Renal Plus Сухой корм для поддержания здоровья почек у стерилизованных кошек, с высоким содержанием индейки, 1,5 кг",/product/proplan-sterilised-suhoj-korm-dlya-vzroslyh-koshek-dlya-podderzhaniya-zdorovya-pochek-posle-sterilizatsii-s-indejkoj-1-5-kg-86249-1000001/,1 775 ₽,Нет старой цены
1061160,"NATURE`S TABLE Сухой корм для кошек, со вкусом индейки, 650 гр.",/product/nature-s-table-suhoj-korm-dlya-koshek-indejka-650g-86614-1061160/,388 ₽,553 ₽
1020578,"Perfect Fit Сухой корм для стерилизованных кошек старше 7 лет, с курицей, 650 гр.",/product/perfect-fit-korm-suhoj-dlya-sterilizovannyh-koshek-starshe-7-let-s-kuritsej-650-g-44818-1020578/,445 ₽,Нет старой цены
1049450,"Whiskas Влажный корм (пауч) для кошек, рагу с форелью и лососем, 75 гр.",/product/whiskas-vlazhnyj-korm-dlya-koshek-ragu-s-forelyu-i-lososem-75-g-492-1049450/,27 ₽,33 ₽
1052569,"Gourmet Влажный корм (пауч) для взрослых кошек Перл Нежное филе, с говядиной в соусе, 75 гр.",/product/gourmet-korm-vlazhnyj-dlya-koshek-kusochki-govyadiny-v-souse-75-g-514-1052569/,32 ₽,42 ₽
1053758,"Sirius Корм сухой для взрослых кошек, мясной рацион, 1,5 кг",/product/sirius-korm-suhoj-dlya-vzroslyh-koshek-myasnoj-ratsion-1-5-kg-1244-1053758/,1 135 ₽,Нет старой цены
1049455,"Whiskas Влажный корм (пауч) для кошек Аппетитный микс, говядина, язык и овощи в желе, 75 гр.",/product/whiskas-vlazhnyj-korm-dlya-koshek-appetitnyj-miks-iz-govyadiny-yazyka-i-ovoshchej-v-zhele-75-g-497-1049455/,27 ₽,33 ₽
1063294,"UNICA Adult Gourmet Сухой корм для привередливых взрослых кошек, с лососем, 300 гр.",/product/unica-adult-gourmet-suhoj-korm-dlya-priveredlivyh-vzroslyh-koshek-s-lososem-300-g-90148-1063294/,439 ₽,Нет старой цены
1051426,"Brit Premium пауч для котят белая рыба в соусе, 85 гр",/product/brit-premium-pauch-dlya-kotyat-belaya-ryba-v-souse-85-gr-423-1051426/,69 ₽,Нет старой цены
1051391,"Brit Premium Cat Sensitive сухой корм для кошек с чувствительным пищеварением с ягненком и индейкой, 400г",/product/brit-premium-cat-sensitive-suhoj-korm-dlya-koshek-s-chuvstvitelnym-pishchevareniem-s-yagnenkom-i-indejkoj-400g-932-1051391/,387 ₽,Нет старой цены
1060937,"KLICKER Adult Cat Food Сухой корм для кошек, с лососем, 1 кг",/product/suhoj-korm-dlya-koshek-s-lososem-1kg-86231-1060937/,1 689 ₽,Нет старой цены
1063272,"ALLEVA Equilibrium Cухой корм для кошек, с олениной, 1,5 кг",/product/alleva-equilibrium-korm-suhoj-dlya-koshek-sensitiv-s-oleninoj-1-5kg-90092-1063272/,2 455 ₽,Нет старой цены
1054016,"UNICA Kitten Development сухой корм для котят с курицей, 300 гр",/product/unica-kitten-development-suhoj-korm-dlya-kotyat-s-kuritsej-300-gr-1252-1054016/,449 ₽,Нет старой цены
1049443,"Whiskas Влажный корм (пауч) для кошек, рагу с курицей, 75 гр.",/product/whiskas-vlazhnyj-korm-dlya-koshek-ragu-s-kuritsej-75-g-485-1049443/,27 ₽,33 ₽
1005390,"Royal Canin Indoor Home Life Сухой корм для пожилых домашних кошек старше 7 лет, 1,5 кг",/product/royal-canin-indoor-7-korm-dlya-pozhilyh-domashnih-koshek-starshe-7-let-1-5-kg-1024-1005390/,1 999 ₽,Нет старой цены
1059359,"Perfect Fit Корм сухой для стерилизованных кошек, с лососем,10 кг",/product/perfect-fit-korm-suhoj-dlya-sterilizovannyh-koshek-s-lososem-10kg-83001-1059359/,5 817 ₽,Нет старой цены
1054887,"Felix Sensations Влажный корм (пауч) для взрослых кошек, с лососем в желе с добавлением трески, 75 гр.",/product/felix-sensations-korm-vlazhnyj-dlya-koshek-losos-so-vkusom-treski-v-zhele-75g-663-1054887/,30 ₽,33 ₽
1061167,"Мираторг Сухой корм для домашних кошек, с телятиной, 1,5 кг",/product/miratorg-korm-suhoj-dlya-domashnih-koshek-s-telyatinoj-1-5kg-86619-1061167/,1 211 ₽,1 729 ₽
1049459,"Whiskas Влажный корм (пауч) для кошек Мясная коллекция, говядина в желе, 75 гр.",/product/whiskas-vlazhnyj-korm-dlya-koshek-myasnaya-kollektsiya-govyadina-v-zhele-75-g-501-1049459/,27 ₽,33 ₽
1054885,"Felix Sensations Влажный корм (пауч) для взрослых кошек, с говядиной в желе с томатами, 75 гр.",/product/felix-sensations-korm-vlazhnyj-dlya-koshek-govyadina-s-tomatami-v-zhele-75g-661-1054885/,30 ₽,33 ₽
1060803,"BOWL WOW Adult Cухой корм для взрослых кошек с индейкой и яблоком, 1,5 кг",/product/bowl-wow-korm-suhoj-dlya-vzroslyh-koshek-s-indejkoj-i-yablokom-pak-1-5kg-86123-1060803/,1 485 ₽,Нет старой цены
1054902,"Felix Влажный корм (пауч) для взрослых кошек Двойная вкуснятина, с говядиной и птицей в желе, 75 гр.",/product/felix-dvojnaya-vkusnyatina-korm-vlazhnyj-dlya-koshek-govyadina-i-ptitsa-75g-89000-1054902/,30 ₽,33 ₽
1061299,"MEAT GARDEN Holistic Сухой корм гипоаллергенный для стерилизованных кошек, с индейкой и рисом, 1,5 кг",/product/meat-garden-suhoj-korm-dlya-sterilizovannyh-koshek-indejka-i-ris-gipoallergenik-86753-1061299/,1 789 ₽,Нет старой цены
1059503,"Brit Care Kitten Сухой корм для котят, беременных и кормящих кошек, с индейкой, 400 гр.",/product/brit-korm-suhoj-dlya-kotyat-beremennyh-i-kormyashchih-koshek-s-indejkoj-400g-83134-1059503/,519 ₽,Нет старой цены
1049444,"Whiskas Влажный корм (пауч) для кошек, рагу с индейкой и кроликом, 75 гр.",/product/whiskas-vlazhnyj-korm-dlya-koshek-ragu-s-indejkoj-i-krolikom-75-g-486-1049444/,27 ₽,33 ₽
1058018,"Purina ONE Sterilised Сухой корм для взрослых стерилизованных кошек и кастрированных котов, с лососем и пшеницей, 9,75 кг",/product/purina-one-korm-suhoj-dlya-vzroslyh-koshek-s-lososem-i-tselnymi-zlakami-9-75-kg-871-1058018/,6 187 ₽,Нет старой цены
1058016,"Purina ONE Adult Сухой корм для взрослых кошек, с курицей и цельными злаками, 9,75 кг",/product/purina-one-korm-suhoj-dlya-vzroslyh-koshek-s-kuritsej-i-tselnymi-zlakami-9-75-kg-869-1058016/,6 187 ₽,Нет старой цены
1019947,"Royal Canin Bengal Adult Сухой корм для взрослых бенгальских кошек старше 12 месяцев, 400 гр.",/product/royal-canin-bengal-adult-korm-dlya-vzroslyh-bengalskih-koshek-starshe-12-mesyatsev-400-g-1030-1019947/,695 ₽,Нет старой цены
1060284,"Whiskas Корм влажный (пауч) для кошек, рагу с говядиной и ягненком, 75 гр.",/product/whiskas-korm-vlazhnyj-dlya-koshek-ragu-s-govyadinoj-i-yagnenkom-75g-84710-1060284/,27 ₽,33 ₽
1026717,"Royal Canin Protein Exigent корм для кошек, привередливых к составу продукта, 2 кг",/product/royal-canin-protein-exigent-korm-dlya-koshek-priveredlivyh-k-sostavu-produkta-2-kg-1032-1026717/,2 825 ₽,Нет старой цены
1049445,"Whiskas Влажный корм (пауч) для кошек, желе с говядиной и ягненком, 75 гр.",/product/whiskas-vlazhnyj-korm-dlya-koshek-zhele-s-govyadinoj-i-yagnenkom-75-g-487-1049445/,27 ₽,33 ₽
1063508,Whiskas Корм влажный Сказочное меню Красная рыба и креветка в желе 75г,/product/whiskas-korm-vlazhnyj-skazochnoe-menyu-krasnaya-ryba-i-krevetka-v-zhele-75g-90545-1063508/,27 ₽,33 ₽
1020582,"Perfect Fit Сухой корм для кошек с чувствительным пищеварением, с индейкой, 650 гр.",/product/perfect-fit-korm-suhoj-dlya-koshek-s-chuvstvitelnym-pishchevareniem-s-indejkoj-650-g-976-1020582/,445 ₽,Нет старой цены
1000710,"Royal Canin Exigent 35/30 Savour Сухой корм для кошек привередливых к вкусу продукта, 10 кг",/product/royal-canin-exigent-35-30-savour-sensation-korm-dlya-koshek-priveredlivyh-k-vkusu-produkta-10-kg-1009-1000710/,11 255 ₽,Нет старой цены
1054889,"Felix Sensations Влажный корм (пауч) для взрослых кошек, с говядиной в соусе с томатами, 75 гр.",/product/felix-sensations-korm-vlazhnyj-dlya-koshek-govyadina-s-tomatami-v-souse-75g-665-1054889/,30 ₽,33 ₽
1049453,"Whiskas Влажный корм (пауч) для кошек, желе с говядиной и кроликом, 75 гр.",/product/whiskas-vlazhnyj-korm-dlya-koshek-zhele-s-govyadinoj-i-krolikom-75-g-495-1049453/,27 ₽,33 ₽
1049991,"Felix Влажный корм (пауч) для взрослых кошек Мясные ломтики, с курицей в соусе, 75 гр.",/product/felix-myasnye-lomtiki-vlazhnyj-korm-dlya-vzroslyh-koshek-s-kuritsej-v-souse-75-g-659-1049991/,30 ₽,33 ₽
1060936,"KLICKER Kitten Cat Food Сухой корм для котят, с курицей, 1 кг",/product/suhoj-korm-dlya-kotyat-s-kuritsej-1kg-86230-1060936/,1 829 ₽,Нет старой цены
1040786,"Ownat Adult Chicken Корм сухой беззерновой для кошек, с курицей, 1 кг",/product/ownat-adult-chicken-korm-suhoj-bezzernovoj-dlya-koshek-s-kuritsej-1-kg-1182-1040786/,1 339 ₽,Нет старой цены
1063275,"ALLEVA Equilibrium Сухой корм для кошек, с уткой, 1,5 кг",/product/alleva-equilibrium-korm-suhoj-dlya-koshek-sensitiv-s-utkoj-1-5kg-90095-1063275/,2 455 ₽,Нет старой цены
1001781,"Royal Canin Mother and Babycat First Age Сухой корм для беременных, кормящих кошек и котят в возрасте от 1 до 4 месяцев, 2 кг",/product/royal-canin-mother-and-babycat-korm-dlya-kotyat-v-vozraste-ot-1-do-4-mesyatsev-i-dlya-beremennyh-laktiruyushchih-koshek-2-kg-1015-1001781/,2 475 ₽,Нет старой цены
1016207,"Whiskas Сухой корм для стерилизованных кошек и котов старше 1 года, с говядиной, 350 гр.",/product/whiskas-korm-dlya-sterilizovannyh-koshek-i-kotov-starshe-1-goda-s-govyadinoj-i-vkusnymi-podushechkami-350-g-938-1016207/,140 ₽,175 ₽
1051427,"Brit Premium пауч для взрослых стерилизованных кошек куриная печень в соусе, 85 гр",/product/brit-premium-pauch-dlya-vzroslyh-sterilizovannyh-koshek-kurinaya-pechen-v-souse-85-gr-88957-1051427/,69 ₽,Нет старой цены
1058478,"Perfect Fit Immunity Сухой корм для кошек, с говядиной, семенами льна и голубикой, 1,1 кг",/product/perfect-fit-immunity-korm-suhoj-dlya-koshek-govyadina-semena-lna-i-golubika-1-1-kg-977-1058478/,765 ₽,Нет старой цены
1002780,"Royal Canin Persian Kitten Сухой корм для котят персидской породы в возрасте до 12 месяцев, 400 гр.",/product/royal-canin-persian-kitten-korm-dlya-persidskih-kotyat-v-vozraste-do-12-mesyatsev-400-g-1022-1002780/,685 ₽,Нет старой цены
1063108,"Grand Prix Human Grade Holistic Сухой корм для взрослых кошек, с индейкой, 1,5 кг",/product/grand-prix-holistic-grain-free-korm-dlya-vzroslyh-koshek-s-indejkoj-1-5kg-89815-1063108/,1 615 ₽,Нет старой цены
1049460,"Whiskas Влажный корм (пауч) для кошек Мясная коллекция, курица в соусе, 75 гр.",/product/whiskas-vlazhnyj-korm-dlya-koshek-myasnaya-kollektsiya-kuritsa-v-souse-75-g-502-1049460/,27 ₽,33 ₽
1060285,"Whiskas Корм влажный (пауч) для кошек старше 7 лет, рагу с курицей, 75 гр.",/product/whiskas-korm-vlazhnyj-dlya-koshek-starshe-7-let-ragu-s-kuritsej-75g-84711-1060285/,27 ₽,33 ₽
1002562,"Royal Canin Siamese Adult Сухой корм для взрослых сиамских кошек, 2 кг",/product/royal-canin-siamese-adult-korm-dlya-ciamskih-koshek-starshe-12-mesyatsev-2-kg-1020-1002562/,3 197 ₽,Нет старой цены
1059514,"Brit Care Sterilised Сухой корм для стерилизованных кошек, с морской рыбой и индейкой, 400 гр.",/product/brit-korm-suhoj-dlya-sterilizovannyh-koshek-s-morskoj-ryboj-i-indejkoj-400g-83139-1059514/,529 ₽,Нет старой цены
1049447,"Whiskas Влажный корм (пауч) для кошек, рагу с телятиной, 75 гр.",/product/whiskas-vlazhnyj-korm-dlya-koshek-ragu-s-telyatinoj-75-g-489-1049447/,27 ₽,33 ₽
1042212,"Royal Canin Light Weight Care Сухой корм для кошек склонных к набору лишнего веса, 1,5 кг",/product/royal-canin-light-weight-care-korm-suhoj-dlya-koshek-sklonnyh-k-naboru-lishnego-vesa-1-5-kg-1039-1042212/,2 587 ₽,Нет старой цены
1058478,"Perfect Fit Immunity Сухой корм для кошек, с говядиной, семенами льна и голубикой, 1,1 кг",/product/perfect-fit-immunity-korm-suhoj-dlya-koshek-govyadina-semena-lna-i-golubika-1-1-kg-977-1058478/,765 ₽,Нет старой цены
1002780,"Royal Canin Persian Kitten Сухой корм для котят персидской породы в возрасте до 12 месяцев, 400 гр.",/product/royal-canin-persian-kitten-korm-dlya-persidskih-kotyat-v-vozraste-do-12-mesyatsev-400-g-1022-1002780/,685 ₽,Нет старой цены
1063108,"Grand Prix Human Grade Holistic Сухой корм для взрослых кошек, с индейкой, 1,5 кг",/product/grand-prix-holistic-grain-free-korm-dlya-vzroslyh-koshek-s-indejkoj-1-5kg-89815-1063108/,1 615 ₽,Нет старой цены
1049460,"Whiskas Влажный корм (пауч) для кошек Мясная коллекция, курица в соусе, 75 гр.",/product/whiskas-vlazhnyj-korm-dlya-koshek-myasnaya-kollektsiya-kuritsa-v-souse-75-g-502-1049460/,27 ₽,33 ₽
